71faaa90-8630-4224-90cb-f883a084e2ee,20,2,3
f8dac8d6-9b37-4e67-8571-bcabad9b7a88,10.23,2,2
0b92ca92-a90a-4a18-a1bc-91891e873536,5,2,2
